session_id,session_name,session_date,session_release,participant1_ID,participant1_birthdate,participant1_gender,participant1_race,participant1_ethnicity,participant1_disability,participant1_language,participant2_ID,participant2_birthdate,participant2_gender,participant2_race,participant2_ethnicity,participant2_disability,participant2_language,pilot_pilot,exclusion_reason,context_setting,context_language,context_country,vol_id
7775,NA,2014-04-09,EXCERPTS,123,2012-04-19,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7776,NA,2014-04-09,EXCERPTS,124,2012-12-12,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7777,NA,2014-04-11,EXCERPTS,125,2012-08-15,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7778,NA,2014-04-14,EXCERPTS,126,2013-08-07,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7779,NA,2014-04-15,EXCERPTS,127,2012-08-18,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7780,NA,2014-04-15,EXCERPTS,128,2012-04-22,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7781,NA,2014-04-16,EXCERPTS,129,2012-12-10,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7782,NA,2014-04-17,EXCERPTS,130,2012-12-25,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7783,NA,2014-04-17,EXCERPTS,131,2013-04-12,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7784,NA,2014-XX-XX,NA,132,NA,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7785,NA,2014-04-19,EXCERPTS,133,2012-08-18,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7786,NA,2014-04-22,EXCERPTS,134,2013-04-26,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7787,NA,2014-04-22,EXCERPTS,135,2013-08-20,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7788,NA,2014-04-23,EXCERPTS,136,2012-12-22,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7789,NA,2014-04-23,EXCERPTS,137,2012-12-18,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7790,NA,2014-04-24,EXCERPTS,138,2012-08-18,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7791,NA,2014-04-25,EXCERPTS,139,2012-08-27,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7792,NA,2014-04-25,EXCERPTS,140,2012-09-01,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7793,NA,2014-04-28,EXCERPTS,141,2012-12-22,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7794,NA,2014-04-29,EXCERPTS,142,2013-04-20,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7795,NA,2014-04-29,EXCERPTS,143,2013-04-30,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7796,NA,2014-04-30,EXCERPTS,144,2012-04-28,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7797,NA,2014-05-02,EXCERPTS,145,2012-09-05,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7798,NA,2014-05-02,SHARED,146,2013-05-08,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7799,NA,2014-05-05,EXCERPTS,147,2013-05-05,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7800,NA,2014-05-07,EXCERPTS,148,2012-05-09,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7801,NA,2014-05-07,SHARED,149,2012-12-27,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7802,NA,2014-05-08,EXCERPTS,150,2012-05-16,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7807,NA,2014-05-12,EXCERPTS,151,2013-05-04,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7808,NA,2014-05-13,EXCERPTS,152,2012-05-23,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7809,NA,2014-05-13,EXCERPTS,153,2013-05-17,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7810,NA,2014-05-14,EXCERPTS,154,2012-09-08,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7811,NA,2014-05-14,EXCERPTS,155,2013-09-12,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7812,NA,2014-05-15,SHARED,156,2012-05-25,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7813,NA,2014-05-16,EXCERPTS,157,2013-05-19,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7814,NA,2014-05-20,EXCERPTS,158,2013-09-15,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7815,NA,2014-05-21,EXCERPTS,159,2013-09-23,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7816,NA,2014-05-21,EXCERPTS,160,2013-01-23,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7817,NA,2014-05-22,EXCERPTS,161,2013-01-25,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7818,NA,2014-05-23,EXCERPTS,162,2012-09-19,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7819,NA,2014-05-24,EXCERPTS,163,2013-01-25,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7822,NA,2014-05-26,EXCERPTS,164,2012-09-28,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7823,NA,2014-05-26,EXCERPTS,165,2013-05-28,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7826,NA,2014-05-27,EXCERPTS,166,2013-05-25,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7827,NA,2014-05-27,EXCERPTS,167,2012-09-21,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7828,NA,2014-05-28,EXCERPTS,168,2013-09-20,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7829,NA,2014-05-28,EXCERPTS,169,2013-06-08,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7830,NA,2014-05-29,EXCERPTS,170,2013-01-22,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7831,NA,2014-05-29,EXCERPTS,171,2013-06-01,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7832,NA,2014-05-30,EXCERPTS,172,2013-06-09,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7833,NA,2014-06-06,EXCERPTS,173,2012-10-06,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7838,NA,2014-06-09,EXCERPTS,174,2013-06-16,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7839,NA,2014-06-09,EXCERPTS,175,2013-06-15,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7840,NA,2014-06-10,EXCERPTS,176,2012-06-16,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7841,NA,2014-06-11,EXCERPTS,177,2012-10-05,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7842,NA,2014-06-12,EXCERPTS,178,2012-06-02,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7843,NA,2014-06-13,EXCERPTS,179,2013-02-12,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7844,NA,2014-06-18,SHARED,180,2013-10-23,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7845,NA,2014-06-18,EXCERPTS,181,2013-02-11,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7847,NA,2014-06-19,EXCERPTS,182,2012-06-26,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7848,NA,2014-06-19,EXCERPTS,183,2013-02-24,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7849,NA,2014-06-20,EXCERPTS,184,2013-06-24,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7850,NA,2014-06-24,EXCERPTS,185,2013-02-15,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7851,NA,2014-06-25,EXCERPTS,186,2012-06-16,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7852,NA,2014-08-01,EXCERPTS,187,2013-11-25,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7963,NA,2014-08-05,EXCERPTS,188,2013-04-02,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7964,NA,2014-08-06,EXCERPTS,189,2012-12-02,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7965,NA,2014-08-07,EXCERPTS,190,2013-08-15,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
7966,NA,2014-08-12,EXCERPTS,191,2014-01-06,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7967,NA,2014-08-13,EXCERPTS,192,2013-12-19,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7968,NA,2014-08-14,EXCERPTS,193,2013-01-08,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7969,NA,2014-08-17,EXCERPTS,194,2013-04-17,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7970,NA,2014-09-05,EXCERPTS,195,2014-01-04,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
7971,NA,2014-09-08,EXCERPTS,196,2013-05-18,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
7973,NA,2014-09-10,EXCERPTS,197,2014-01-08,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7974,NA,2014-09-10,EXCERPTS,198,2012-12-29,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7975,NA,2014-09-12,EXCERPTS,199,2011-07-14,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,Did not meet inclusion criteria,Home,Tajik,Tajikistan,11
7976,NA,2014-09-29,SHARED,200,2014-01-31,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7978,NA,2014-09-30,EXCERPTS,201,2012-10-11,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7979,NA,2014-10-07,EXCERPTS,202,2014-06-01,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7980,NA,2014-10-08,SHARED,203,2014-02-12,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7981,NA,2014-10-09,EXCERPTS,204,2014-09-18,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7982,NA,2014-10-09,EXCERPTS,205,2014-06-19,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
7983,NA,2014-10-13,EXCERPTS,206,2014-09-27,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16136,NA,2014-10-14,EXCERPTS,207,2014-02-15,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16137,NA,2014-10-16,EXCERPTS,210,2012-10-13,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16147,NA,2013-07-03,EXCERPTS,031,2013-05-05,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16148,NA,2014-10-15,EXCERPTS,208,2014-10-06,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16149,NA,2014-10-15,EXCERPTS,209,2014-02-07,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16150,NA,2014-10-17,EXCERPTS,211,2012-10-08,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16151,NA,2014-10-21,EXCERPTS,212,2014-09-25,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16239,NA,2014-10-22,EXCERPTS,213,2014-06-05,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16240,NA,2014-10-22,EXCERPTS,214,2014-09-09,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16241,NA,2014-10-28,EXCERPTS,215,2014-09-16,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16242,NA,2014-10-28,EXCERPTS,216,2014-06-28,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16243,NA,2014-10-28,EXCERPTS,217,2014-06-21,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16244,NA,2014-10-30,EXCERPTS,218,2014-10-05,Male,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
16245,NA,2014-10-30,SHARED,219,2014-06-26,Female,Asian,Not Hispanic or Latino,typical,Tajik,NA,NA,NA,NA,NA,typical,English,NA,NA,Home,Tajik,Tajikistan,11
57101,Exemplar Clips & Photos,materials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
57102,The Ties That Bind: Coding Manual & Related Materials,materials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
57103,The Ties That Bind: Datavyu Coded Spreadsheets,materials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
